locus_tag	ftype	length_bp	gene	EC_number	COG	product
prokka_30072	CDS	213				hypothetical protein
prokka_30073	CDS	579				hypothetical protein
prokka_30074	CDS	525	cysE_5	2.3.1.30	COG1045	Serine acetyltransferase
prokka_30075	CDS	951	ldh	1.1.1.27		L-lactate dehydrogenase
prokka_30076	CDS	150				hypothetical protein
prokka_30077	CDS	615				hypothetical protein
prokka_30078	CDS	264				hypothetical protein
prokka_30079	CDS	618				hypothetical protein
prokka_30080	CDS	429				hypothetical protein
prokka_30081	CDS	423				hypothetical protein
prokka_30082	CDS	351	glgE	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
prokka_30083	CDS	237				hypothetical protein
prokka_30084	CDS	210				hypothetical protein
prokka_30085	CDS	594				hypothetical protein
prokka_30086	CDS	237	maa_2	2.3.1.79	COG0110	Maltose O-acetyltransferase
prokka_30087	CDS	300				hypothetical protein
prokka_30088	CDS	237				hypothetical protein
prokka_30089	CDS	501				hypothetical protein
prokka_30090	CDS	405	atpA_4	7.1.2.2		ATP synthase subunit alpha
prokka_30091	CDS	282				hypothetical protein
prokka_30092	CDS	255				hypothetical protein
prokka_30093	CDS	585		2.7.7.53	COG0537	AP-4-A phosphorylase
prokka_30094	CDS	840				hypothetical protein
prokka_30095	CDS	1065	pfp_2	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
prokka_30096	CDS	348	ytrE_4		COG1136	ABC transporter ATP-binding protein YtrE
prokka_30097	CDS	222				hypothetical protein
prokka_30098	CDS	393				hypothetical protein
prokka_30099	CDS	444	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
prokka_30100	CDS	480	greA_7		COG0782	Transcription elongation factor GreA
prokka_30101	CDS	141				hypothetical protein
prokka_30102	CDS	249				hypothetical protein
prokka_30103	CDS	783		2.4.2.-	COG2071	Putative glutamine amidotransferase
prokka_30104	CDS	540	pdxA2_4	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
prokka_30105	CDS	570				hypothetical protein
prokka_30106	CDS	204				hypothetical protein
prokka_30107	CDS	426				hypothetical protein
prokka_30108	CDS	183				hypothetical protein
prokka_30109	CDS	1152	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
prokka_30110	CDS	570	cysS_12	6.1.1.16	COG0215	Cysteine--tRNA ligase
prokka_30111	CDS	414				hypothetical protein
prokka_30112	CDS	459				hypothetical protein
prokka_30113	CDS	969	lysX		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
prokka_30114	CDS	216				hypothetical protein
prokka_30115	CDS	801	aqpZ_5			Aquaporin Z
prokka_30116	CDS	216				hypothetical protein
prokka_30117	CDS	291	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
prokka_30118	CDS	1095				hypothetical protein
prokka_30119	CDS	288				hypothetical protein
prokka_30120	CDS	459				hypothetical protein
prokka_30121	CDS	717	gerBA			Spore germination protein B1
prokka_30122	CDS	243				hypothetical protein
prokka_30123	CDS	519				hypothetical protein
prokka_30124	CDS	399				hypothetical protein
prokka_30125	CDS	567	lsrD			Autoinducer 2 import system permease protein LsrD
prokka_30126	CDS	210				hypothetical protein
prokka_30127	CDS	495				hypothetical protein
prokka_30128	CDS	558				hypothetical protein
prokka_30129	CDS	504				hypothetical protein
prokka_30130	CDS	414				hypothetical protein
prokka_30131	CDS	594				hypothetical protein
prokka_30132	CDS	348				hypothetical protein
prokka_30133	CDS	561				hypothetical protein
prokka_30134	CDS	207				hypothetical protein
prokka_30135	CDS	369				hypothetical protein
prokka_30136	CDS	261				hypothetical protein
prokka_30137	CDS	411				hypothetical protein
prokka_30138	CDS	525				hypothetical protein
prokka_30139	CDS	615	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
prokka_30140	CDS	174				hypothetical protein
prokka_30141	CDS	315				hypothetical protein
prokka_30142	CDS	582				hypothetical protein
prokka_30143	CDS	507				hypothetical protein
prokka_30144	CDS	687				hypothetical protein
prokka_30145	CDS	420				hypothetical protein
prokka_30146	CDS	135				hypothetical protein
prokka_30147	CDS	390				hypothetical protein
prokka_30148	CDS	168				hypothetical protein
prokka_30149	CDS	150				hypothetical protein
prokka_30150	CDS	1110				hypothetical protein
prokka_30151	CDS	645				hypothetical protein
prokka_30152	CDS	1068	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
prokka_30153	CDS	639				hypothetical protein
prokka_30154	CDS	279	cadA_2	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
prokka_30155	CDS	717				hypothetical protein
prokka_30156	CDS	426	lacA_2	2.3.1.18	COG0110	Galactoside O-acetyltransferase
prokka_30157	CDS	177				hypothetical protein
prokka_30158	CDS	252				hypothetical protein
prokka_30159	CDS	282			COG0217	putative transcriptional regulatory protein
prokka_30160	CDS	348				hypothetical protein
prokka_30161	CDS	567				hypothetical protein
prokka_30162	CDS	267				hypothetical protein
prokka_30163	CDS	192				hypothetical protein
prokka_30164	CDS	321	tpl	4.1.99.2	COG3033	Tyrosine phenol-lyase
prokka_30165	CDS	201		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
prokka_30166	CDS	438	def_4	3.5.1.88		Peptide deformylase
prokka_30167	CDS	1167	ampC_400	3.5.2.6	COG1680	Beta-lactamase
prokka_30168	CDS	444	xerC_25			Tyrosine recombinase XerC
prokka_30169	CDS	654	malG_2		COG3833	Maltose/maltodextrin transport system permease protein MalG
prokka_30170	CDS	804	lipM	2.3.1.181		Octanoyltransferase LipM
prokka_30171	CDS	327				hypothetical protein
prokka_30172	CDS	963				hypothetical protein
prokka_30173	CDS	348				hypothetical protein
prokka_30174	CDS	396				hypothetical protein
prokka_30175	CDS	570				hypothetical protein
prokka_30176	CDS	309			COG1132	putative ABC transporter ATP-binding/permease protein
prokka_30177	CDS	999				hypothetical protein
prokka_30178	CDS	573				hypothetical protein
prokka_30179	CDS	453	citN		COG2851	Citrate transporter
prokka_30180	CDS	282				hypothetical protein
prokka_30181	CDS	1023			COG1609	HTH-type transcriptional regulator
prokka_30182	CDS	690	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
prokka_30183	CDS	192				IS200/IS605 family transposase ISDha13
prokka_30184	CDS	390				hypothetical protein
prokka_30185	CDS	375				hypothetical protein
prokka_30186	CDS	1920	tet(O)_41			tetracycline resistance ribosomal protection protein Tet(O)
prokka_30187	CDS	174				hypothetical protein
prokka_30188	CDS	513				hypothetical protein
prokka_30189	CDS	432				hypothetical protein
prokka_30190	CDS	474				hypothetical protein
prokka_30191	CDS	483				hypothetical protein
prokka_30192	CDS	279	yafQ_7	3.1.-.-		mRNA interferase toxin YafQ
prokka_30193	CDS	267				hypothetical protein
prokka_30194	CDS	1920	tet(W)_43			tetracycline resistance ribosomal protection protein Tet(W)
prokka_30195	CDS	702				hypothetical protein
prokka_30196	CDS	876				hypothetical protein
prokka_30197	CDS	291				hypothetical protein
prokka_30198	CDS	405				hypothetical protein
prokka_30199	CDS	96				hypothetical protein
prokka_30200	CDS	447				hypothetical protein
prokka_30201	CDS	162				hypothetical protein
prokka_30202	CDS	210				hypothetical protein
prokka_30203	CDS	1920	tet(W)_44			tetracycline resistance ribosomal protection protein Tet(W)
prokka_30204	CDS	636				hypothetical protein
prokka_30205	CDS	633				hypothetical protein
prokka_30206	CDS	141				hypothetical protein
prokka_30207	CDS	516				hypothetical protein
prokka_30208	CDS	654				hypothetical protein
prokka_30209	CDS	294				hypothetical protein
prokka_30210	CDS	531				hypothetical protein
prokka_30211	CDS	795	thyA_737	2.1.1.45	COG0207	Thymidylate synthase
prokka_30212	CDS	498				IS1595 family transposase ISSsu9
prokka_30213	CDS	279				hypothetical protein
prokka_30214	CDS	396				hypothetical protein
prokka_30215	CDS	402				hypothetical protein
prokka_30216	CDS	477	dhfrIII_266	1.5.1.3		Dihydrofolate reductase type 3
prokka_30217	CDS	183				hypothetical protein
prokka_30218	CDS	504	dhfR_84	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30219	CDS	612	thyA_738	2.1.1.45	COG0207	Thymidylate synthase
prokka_30220	CDS	1071	znuA_23		COG0803	High-affinity zinc uptake system binding-protein ZnuA
prokka_30221	CDS	492	dfrD_280	1.5.1.3		Dihydrofolate reductase
prokka_30222	CDS	819	thyA1_550	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30223	CDS	549	hom_44	1.1.1.3	COG0460	Homoserine dehydrogenase
prokka_30224	CDS	480	asnC_93		COG1522	Regulatory protein AsnC
prokka_30225	CDS	495	folA_439	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30226	CDS	795	thyA2_194	2.1.1.45	COG0207	Thymidylate synthase 2
prokka_30227	CDS	474				IS1595 family transposase ISSsu9
prokka_30228	CDS	531	yyaP_10		COG0262	putative protein YyaP
prokka_30229	CDS	717	thyA1_551	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30230	CDS	492	dfrD_281	1.5.1.3		Dihydrofolate reductase
prokka_30231	CDS	660				hypothetical protein
prokka_30232	CDS	699				hypothetical protein
prokka_30233	CDS	486				IS1595 family transposase ISSsu9
prokka_30234	CDS	900	thyA_739	2.1.1.45	COG0207	Thymidylate synthase
prokka_30235	CDS	951				hypothetical protein
prokka_30236	CDS	495	dfrA_734	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30237	CDS	873	thyA_740	2.1.1.45	COG0207	Thymidylate synthase ThyA
prokka_30238	CDS	663				hypothetical protein
prokka_30239	CDS	546	ptpA_58	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
prokka_30240	CDS	369				hypothetical protein
prokka_30241	CDS	636	macB_12	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
prokka_30242	CDS	429				hypothetical protein
prokka_30243	CDS	438	folT_4			Folate transporter FolT
prokka_30244	CDS	432	slyA_14		COG1846	Transcriptional regulator SlyA
prokka_30245	CDS	849	thyA1_552	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30246	CDS	510	dfrD_282	1.5.1.3		Dihydrofolate reductase
prokka_30247	CDS	495	dfrD_283	1.5.1.3		Dihydrofolate reductase
prokka_30248	CDS	762	thyA1_553	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30249	CDS	849	thyA1_554	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30250	CDS	492	dfrA_735	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30251	CDS	543	ilvE_70	2.6.1.42		putative branched-chain-amino-acid aminotransferase
prokka_30252	CDS	231				hypothetical protein
prokka_30253	CDS	474				IS1595 family transposase ISSsu9
prokka_30254	CDS	1131	ugl_3	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
prokka_30255	CDS	126				hypothetical protein
prokka_30256	CDS	630	cmlA_6	2.3.1.28		Chloramphenicol acetyltransferase 2
prokka_30257	CDS	948				hypothetical protein
prokka_30258	CDS	870				hypothetical protein
prokka_30259	CDS	699				hypothetical protein
prokka_30260	CDS	102				hypothetical protein
prokka_30261	CDS	549	lacA_3	2.3.1.18	COG0110	Galactoside O-acetyltransferase
prokka_30262	CDS	801				hypothetical protein
prokka_30263	CDS	921				hypothetical protein
prokka_30264	CDS	642	cat_56	2.3.1.28		Chloramphenicol acetyltransferase
prokka_30265	CDS	144				hypothetical protein
prokka_30266	CDS	546		2.3.1.-	COG0110	Putative acetyltransferase
prokka_30267	CDS	408	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
prokka_30268	CDS	690	cutC_3			Copper homeostasis protein CutC
prokka_30269	CDS	642	cat_57	2.3.1.28		Chloramphenicol acetyltransferase
prokka_30270	CDS	213				hypothetical protein
prokka_30271	CDS	210				hypothetical protein
prokka_30272	CDS	693				hypothetical protein
prokka_30273	CDS	240				hypothetical protein
prokka_30274	CDS	144				hypothetical protein
prokka_30275	CDS	453				hypothetical protein
prokka_30276	CDS	624	cat3_14	2.3.1.28		Chloramphenicol acetyltransferase 3
prokka_30277	CDS	804	srlR_3		COG1349	Glucitol operon repressor
prokka_30278	CDS	1161	fprA1_1	1.6.3.4	COG0426	Flavo-diiron protein FprA1
prokka_30279	CDS	1017			COG3039	IS5 family transposase IS5
prokka_30280	CDS	555				hypothetical protein
prokka_30281	CDS	870	rob_106		COG2207	Right origin-binding protein
prokka_30282	CDS	648	pspB_39	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
prokka_30283	CDS	537	yjjX_50	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
prokka_30284	CDS	204	trpR_34		COG2973	Trp operon repressor
prokka_30285	CDS	180				hypothetical protein
prokka_30286	CDS	1386				hypothetical protein
prokka_30287	CDS	792				IS3 family transposase IS2
prokka_30288	CDS	762				hypothetical protein
prokka_30289	CDS	693				hypothetical protein
prokka_30290	CDS	273				hypothetical protein
prokka_30291	CDS	492	yhgF_5		COG2183	Protein YhgF
prokka_30292	CDS	405				hypothetical protein
prokka_30293	CDS	870	per1_200	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_30294	CDS	360				hypothetical protein
prokka_30295	CDS	627				hypothetical protein
prokka_30296	CDS	1035	ddlB_237	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_30297	CDS	216				hypothetical protein
prokka_30298	CDS	429				hypothetical protein
prokka_30299	CDS	384				hypothetical protein
prokka_30300	CDS	351				hypothetical protein
prokka_30301	CDS	1065	ddl_725	6.3.2.4		D-alanine--D-alanine ligase
prokka_30302	CDS	468				hypothetical protein
prokka_30303	CDS	105				hypothetical protein
prokka_30304	CDS	276				hypothetical protein
prokka_30305	CDS	1056	ddl_726	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_30306	CDS	255				hypothetical protein
prokka_30307	CDS	1053	rlmN_17	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
prokka_30308	CDS	966	ddlB_238	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_30309	CDS	342				hypothetical protein
prokka_30310	CDS	444				hypothetical protein
prokka_30311	CDS	480	ddlA_169	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_30312	CDS	462				hypothetical protein
prokka_30313	CDS	294				hypothetical protein
prokka_30314	CDS	1053	ddl_727	6.3.2.4		D-alanine--D-alanine ligase
prokka_30315	CDS	402	pfkA_5	2.7.1.11		ATP-dependent 6-phosphofructokinase
prokka_30316	CDS	723				hypothetical protein
prokka_30317	CDS	636	rluD_60	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
prokka_30318	CDS	429				hypothetical protein
prokka_30319	CDS	945	ddl_728	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_30320	CDS	255	blc_177		COG3040	Outer membrane lipoprotein Blc
prokka_30321	CDS	471	rluD_61	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
prokka_30322	CDS	405				hypothetical protein
prokka_30323	CDS	321	valS_4	6.1.1.9	COG0525	Valine--tRNA ligase
prokka_30324	CDS	399				hypothetical protein
prokka_30325	CDS	450				hypothetical protein
prokka_30326	CDS	1512	cocE	3.1.1.84		Cocaine esterase
prokka_30327	CDS	1437				hypothetical protein
prokka_30328	CDS	531	per1_201	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_30329	CDS	360	per1_202	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_30330	CDS	504				hypothetical protein
prokka_30331	CDS	357				hypothetical protein
prokka_30332	CDS	1626				hypothetical protein
prokka_30333	CDS	531	per1_203	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_30334	CDS	360	per1_204	3.5.2.6		Extended-spectrum beta-lactamase PER-1
prokka_30335	CDS	504				hypothetical protein
prokka_30336	CDS	357				hypothetical protein
prokka_30337	CDS	297				hypothetical protein
prokka_30338	CDS	732	rmtB_23	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
prokka_30339	CDS	1083	tgt_15	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
prokka_30340	CDS	132	rsmH_21	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
prokka_30341	CDS	819	rsmI_6	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
prokka_30342	CDS	1167	ampC_401	3.5.2.6	COG1680	Beta-lactamase
prokka_30343	CDS	360	frdD_136		COG3080	Fumarate reductase subunit D
prokka_30344	CDS	396	frdC_94		COG3029	Fumarate reductase subunit C
prokka_30345	CDS	933				hypothetical protein
prokka_30346	CDS	909				hypothetical protein
prokka_30347	CDS	582				hypothetical protein
prokka_30348	CDS	129				hypothetical protein
prokka_30349	CDS	759				hypothetical protein
prokka_30350	CDS	669				hypothetical protein
prokka_30351	CDS	618				hypothetical protein
prokka_30352	CDS	1350	smc_6			Chromosome partition protein Smc
prokka_30353	CDS	375				hypothetical protein
prokka_30354	CDS	1920	tet(O)_42			tetracycline resistance ribosomal protection protein Tet(O)
prokka_30355	CDS	399				hypothetical protein
prokka_30356	CDS	372				hypothetical protein
prokka_30357	CDS	1536				IS66 family transposase ISRob1
prokka_30358	CDS	702				hypothetical protein
prokka_30359	CDS	222				hypothetical protein
prokka_30360	CDS	333				hypothetical protein
prokka_30361	CDS	1920	tet(O)_43			tetracycline resistance ribosomal protection protein Tet(O)
prokka_30362	CDS	399				hypothetical protein
prokka_30363	CDS	372				hypothetical protein
prokka_30364	CDS	1536				IS66 family transposase ISRob1
prokka_30365	CDS	312				hypothetical protein
prokka_30366	CDS	1248				hypothetical protein
prokka_30367	CDS	219				hypothetical protein
prokka_30368	CDS	258				hypothetical protein
prokka_30369	CDS	279	yafQ_8	3.1.-.-		mRNA interferase toxin YafQ
prokka_30370	CDS	267				hypothetical protein
prokka_30371	CDS	1920	tet(W)_45			tetracycline resistance ribosomal protection protein Tet(W)
prokka_30372	CDS	1257				hypothetical protein
prokka_30373	CDS	930				hypothetical protein
prokka_30374	CDS	1020		3.2.1.40		Alpha-L-rhamnosidase
prokka_30375	CDS	453				hypothetical protein
prokka_30376	CDS	240				hypothetical protein
prokka_30377	CDS	138				hypothetical protein
prokka_30378	CDS	888	tetM_21			Tetracycline resistance protein TetM from transposon TnFO1
prokka_30379	CDS	2097	pulA_2	3.2.1.41	COG1523	Pullulanase
prokka_30380	CDS	468				hypothetical protein
prokka_30381	CDS	462				hypothetical protein
prokka_30382	CDS	702				hypothetical protein
prokka_30383	CDS	141				hypothetical protein
prokka_30384	CDS	717				hypothetical protein
prokka_30385	CDS	1167				hypothetical protein
prokka_30386	CDS	534				hypothetical protein
prokka_30387	CDS	231				hypothetical protein
prokka_30388	CDS	1866	tet(32)_19			tetracycline resistance ribosomal protection protein Tet(32)
prokka_30389	CDS	312				hypothetical protein
prokka_30390	CDS	390				hypothetical protein
prokka_30391	CDS	675				hypothetical protein
prokka_30392	CDS	213				hypothetical protein
prokka_30393	CDS	177				hypothetical protein
prokka_30394	CDS	258				hypothetical protein
prokka_30395	CDS	1431	tetO_23			Tetracycline resistance protein TetO
prokka_30396	CDS	504	tetO_24			Tetracycline resistance protein TetO
prokka_30397	CDS	945				hypothetical protein
prokka_30398	CDS	732				hypothetical protein
prokka_30399	CDS	336				hypothetical protein
prokka_30400	CDS	795	thyA_741	2.1.1.45	COG0207	Thymidylate synthase
prokka_30401	CDS	495	folA_440	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30402	CDS	222	thyA_742	2.1.1.45		Thymidylate synthase
prokka_30403	CDS	813				Sodium-lithium/proton antiporter
prokka_30404	CDS	849	thyA1_555	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30405	CDS	486	dfrA_736	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30406	CDS	273	lplA_2	6.3.1.20		Lipoate-protein ligase A
prokka_30407	CDS	159				hypothetical protein
prokka_30408	CDS	852	pdxK_1	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
prokka_30409	CDS	831	thyA1_556	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30410	CDS	483	dfrA_737	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30411	CDS	369	ytrA_4		COG1725	HTH-type transcriptional repressor YtrA
prokka_30412	CDS	900	ytrB_2		COG1131	ABC transporter ATP-binding protein YtrB
prokka_30413	CDS	393				hypothetical protein
prokka_30414	CDS	507	dhfR_85	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30415	CDS	510	trmL_14	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
prokka_30416	CDS	414				hypothetical protein
prokka_30417	CDS	1170				Nucleobase transporter PlUacP
prokka_30418	CDS	480				hypothetical protein
prokka_30419	CDS	672				hypothetical protein
prokka_30420	CDS	1026	ilvE_71	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
prokka_30421	CDS	522	dfrD_284	1.5.1.3		Dihydrofolate reductase
prokka_30422	CDS	498				hypothetical protein
prokka_30423	CDS	450				hypothetical protein
prokka_30424	CDS	429	nadE_2	6.3.1.5		NH(3)-dependent NAD(+) synthetase
prokka_30425	CDS	444	larE_18	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
prokka_30426	CDS	198				hypothetical protein
prokka_30427	CDS	264				hypothetical protein
prokka_30428	CDS	441				TelA-like protein
prokka_30429	CDS	474	ribU_1			Riboflavin transporter RibU
prokka_30430	CDS	573	folT_5			Folate transporter FolT
prokka_30431	CDS	1428	glgA_2	2.4.1.21	COG0297	Glycogen synthase
prokka_30432	CDS	318	thyA_743	2.1.1.45	COG0207	Thymidylate synthase
prokka_30433	CDS	519	dfrD_285	1.5.1.3		Dihydrofolate reductase
prokka_30434	CDS	915	rlmB_17	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
prokka_30435	CDS	459				hypothetical protein
prokka_30436	CDS	219	eno_2	4.2.1.11	COG0148	Enolase
prokka_30437	CDS	1050	eno_3	4.2.1.11	COG0148	Enolase
prokka_30438	CDS	270	rodA_3	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
prokka_30439	CDS	663				hypothetical protein
prokka_30440	CDS	441	thyA_744	2.1.1.45	COG0207	Thymidylate synthase ThyA
prokka_30441	CDS	492	dfrA_738	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30442	CDS	846	ilvE_72	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
prokka_30443	CDS	273				hypothetical protein
prokka_30444	CDS	291	dfrD_286	1.5.1.3		Dihydrofolate reductase
prokka_30445	CDS	174				hypothetical protein
prokka_30446	CDS	843				IS91 family transposase ISMno24
prokka_30447	CDS	1140				hypothetical protein
prokka_30448	CDS	900	ytrB_3		COG1131	ABC transporter ATP-binding protein YtrB
prokka_30449	CDS	369	ytrA_5		COG1725	HTH-type transcriptional repressor YtrA
prokka_30450	CDS	483	dfrA_739	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30451	CDS	831	thyA1_557	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30452	CDS	852	pdxK_2	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
prokka_30453	CDS	768	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
prokka_30454	CDS	414				hypothetical protein
prokka_30455	CDS	498	dfrA_740	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30456	CDS	795	thyA_745	2.1.1.45	COG0207	Thymidylate synthase
prokka_30457	CDS	765	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
prokka_30458	CDS	759				hypothetical protein
prokka_30459	CDS	684				hypothetical protein
prokka_30460	CDS	477	asnC_94		COG1522	Regulatory protein AsnC
prokka_30461	CDS	495	folA_441	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30462	CDS	795	thyA_746	2.1.1.45	COG0207	Thymidylate synthase
prokka_30463	CDS	330				hypothetical protein
prokka_30464	CDS	513	sigW_9		COG1595	ECF RNA polymerase sigma factor SigW
prokka_30465	CDS	396	thyA1_558	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30466	CDS	492	dfrA_741	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30467	CDS	96				hypothetical protein
prokka_30468	CDS	276				hypothetical protein
prokka_30469	CDS	324				hypothetical protein
prokka_30470	CDS	453	dfrA_742	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30471	CDS	738	thyA1_559	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30472	CDS	336				hypothetical protein
prokka_30473	CDS	909	hslO_5		COG1281	33 kDa chaperonin
prokka_30474	CDS	324				hypothetical protein
prokka_30475	CDS	195				hypothetical protein
prokka_30476	CDS	531				hypothetical protein
prokka_30477	CDS	177				hypothetical protein
prokka_30478	CDS	675	hom_45	1.1.1.3	COG0460	Homoserine dehydrogenase
prokka_30479	CDS	705				hypothetical protein
prokka_30480	CDS	486	dfrA_743	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30481	CDS	849	thyA1_560	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30482	CDS	909				Sodium-lithium/proton antiporter
prokka_30483	CDS	435	galE_7	5.1.3.2	COG1087	UDP-glucose 4-epimerase
prokka_30484	tRNA	75				tRNA-Asp(gtc)
prokka_30485	CDS	669				hypothetical protein
prokka_30486	CDS	738	lpxH_5	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
prokka_30487	CDS	900	thyA_747	2.1.1.45	COG0207	Thymidylate synthase
prokka_30488	CDS	498				hypothetical protein
prokka_30489	CDS	483				IS1595 family transposase ISSsu9
prokka_30490	CDS	423	thyA2_195	2.1.1.45	COG0207	Thymidylate synthase 2
prokka_30491	CDS	420	phoR_2	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
prokka_30492	CDS	222				hypothetical protein
prokka_30493	tRNA	73				tRNA-Glu(ttc)
prokka_30494	CDS	327				hypothetical protein
prokka_30495	CDS	513				hypothetical protein
prokka_30496	CDS	180				hypothetical protein
prokka_30497	CDS	147	thyA_748	2.1.1.45	COG0207	Thymidylate synthase
prokka_30498	CDS	297				hypothetical protein
prokka_30499	CDS	420	folA_442	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30500	CDS	516	ptpA_59	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
prokka_30501	CDS	333				hypothetical protein
prokka_30502	CDS	258				hypothetical protein
prokka_30503	CDS	912	thyA_749	2.1.1.45	COG0207	Thymidylate synthase
prokka_30504	CDS	228				hypothetical protein
prokka_30505	CDS	495	queF_13	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
prokka_30506	CDS	591	thyA2_196	2.1.1.45	COG0207	Thymidylate synthase 2
prokka_30507	CDS	552	dfrA_744	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30508	CDS	831	thyA1_561	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30509	CDS	240				hypothetical protein
prokka_30510	CDS	195				hypothetical protein
prokka_30511	CDS	366				hypothetical protein
prokka_30512	CDS	615	thyA1_562	2.1.1.45	COG0207	Thymidylate synthase 1
prokka_30513	CDS	498	dfrA_745	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30514	CDS	951				hypothetical protein
prokka_30515	CDS	588				hypothetical protein
prokka_30516	CDS	303				hypothetical protein
prokka_30517	CDS	183				hypothetical protein
prokka_30518	CDS	1278				hypothetical protein
prokka_30519	CDS	384	dhfR_86	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_30520	CDS	276				hypothetical protein
prokka_30521	CDS	732	lpxH_6	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
prokka_30522	CDS	774				hypothetical protein
